GISYEARJOIN,IDyear_x,LAT,LON,AREA,Nviolations,Was complaint,Inspection Number,CrimeIsArson,CrimeIsOther,Structure_fire,Vehicle_fire,External_fire,Year Property Built,Assessed Land Value,Number of Units,Lot Area,COMH,COMM,COMO,COMR,GOVT,IND,MISC,MRES,SRES,UnkownUseType,A,B,C,D,S,H7X001,H7X002,H7X003,H7X004,H7X005,H7X006,H7X007,H7X008,H8C001,H8C002,H8C003,H8C004,H8C005,H8C006,H8C007,H8C008,H8C009,IFC001,IFF001,IFF002,IFF003,IFF004,Urban,SF_pred,VF_pred,EF_pred,minyr,maxyr,sdyr,resunits
G060075002130020022017,2017,37.750066499999996,-122.44107509999999,16958.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1930.8809523809525,340202.0952380953,1.261904761904762,2489.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.7857142857142857,0.0,0.0,0.0,0.0,1.0,0.0,112,99,4,0,4,0,1,4,62,22,15,7,2,5,40,27,13,65,62,28,14,20,1,1.0,0.0,0.0,1895.0,1989.0,25.519982436241907,48.0
G060075002130020002017,2017,37.7501958,-122.438933,16823.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1911.5,385534.0,1.375,2760.65625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,1.0,0.0,152,123,0,5,19,0,1,4,64,36,29,7,1,6,28,16,12,64,64,34,6,24,1,0.0,0.0,0.0,1880.0,2000.0,25.888351884293915,46.0
G060075002050030042017,2017,37.7567937,-122.43627009999999,17020.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1925.645161290323,557035.9354838709,1.8064516129032255,2825.709677419354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25806451612903225,0.7419354838709677,0.0,0.0,0.0,0.0,1.0,0.0,137,123,2,0,10,0,2,0,72,21,14,7,5,2,51,26,25,76,72,30,11,31,1,0.0,0.0,0.0,1885.0,1991.0,24.61662139247569,41.0
G060075002120010032017,2017,37.7535291,-122.4370498,16415.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1910.5,383158.8260869565,1.2391304347826086,2174.9728260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2826086956521739,0.7173913043478259,0.0,0.0,0.0,0.0,1.0,0.0,157,127,2,1,16,0,2,9,68,32,24,8,2,6,36,19,17,74,68,37,5,26,1,0.0,0.0,1.0,1890.0,2011.0,24.339944142184173,52.0
G060075002110040012017,2017,37.755758,-122.43340020000001,17523.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1903.3636363636365,340777.36363636365,1.5454545454545454,2656.1712121212117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,152,139,1,0,7,0,0,5,71,27,21,6,2,4,44,24,20,76,71,36,9,26,1,0.0,0.0,0.0,1890.0,1954.0,9.165054661613024,48.0
G060075002110040022017,2017,37.7549585,-122.4333237,17336.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1905.35,280011.275,1.8,2488.9405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,165,128,0,1,17,0,11,8,88,37,36,1,1,0,51,38,13,96,88,29,17,42,1,0.0,0.0,0.0,1878.0,1959.0,14.140721339450819,51.0
G060075002160010052017,2017,37.7457689,-122.43262450000002,39680.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1951.553846153846,396036.6461538462,1.4923076923076923,2422.713846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3384615384615385,0.6615384615384615,0.0,0.0,0.0,0.0,1.0,0.0,320,249,7,0,41,0,4,19,187,46,40,6,2,4,141,93,48,197,187,63,16,108,1,0.0,0.0,0.0,1900.0,2005.0,29.194849910316528,86.0
G060075002170020172017,2017,37.73498789999999,-122.4391125,9233.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1935.2142857142856,164650.7857142857,1.0,2639.087142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,29,21,0,0,2,0,0,6,14,6,2,4,1,3,8,6,2,14,14,9,0,5,1,0.0,0.0,0.0,1930.0,1950.0,5.604648776871601,14.0
G060075002160010122017,2017,37.7436326,-122.4344795,17705.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1920.7777777777774,355676.77777777775,1.1111111111111112,2733.6666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,1.0,0.0,86,70,2,0,5,0,4,5,34,18,14,4,1,3,16,9,7,37,34,21,5,8,1,0.0,0.0,0.0,1900.0,2011.0,39.48772812240419,35.0
G060075002170030102017,2017,37.739158200000006,-122.435783,24417.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1959.875,220569.28125,1.0,2742.40625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,175,72,47,0,32,1,14,9,71,42,30,12,3,9,29,23,6,75,71,17,12,42,1,0.0,0.0,0.0,1907.0,2013.0,20.2348558856383,39.0
G060075002170020012017,2017,37.7370698,-122.4354976,6285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1923.5263157894735,232342.8947368421,1.1578947368421053,2537.7368421052633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.8947368421052632,0.0,0.0,0.0,0.0,1.0,0.0,38,29,7,0,2,0,0,0,19,8,5,3,2,1,11,9,2,22,19,8,6,5,1,0.0,0.0,0.0,1900.0,1980.0,27.06446711311641,19.0
G060075002170030092017,2017,37.737493799999996,-122.433121,41269.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,1.0,1950.7727272727273,286606.7954545455,1.0,2528.8636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,338,150,95,3,23,0,35,32,153,91,40,51,14,37,62,47,15,157,153,42,7,104,1,1.0,0.0,0.0,1927.0,1978.0,6.693783503270187,48.0
G060075002180040082017,2017,37.7342585,-122.4343787,4907.0,0.0,0.0,2.0,0.0,23.0,0.0,0.0,0.0,1914.909090909091,320331.9090909091,2.1818181818181817,3001.605454545455,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909093,0.4545454545454545,0.4545454545454545,0.0,0.0,0.0,0.0,1.0,0.0,38,32,4,0,2,0,0,0,21,7,5,2,0,2,14,10,4,21,21,3,0,18,1,0.0,0.0,0.0,1890.0,1948.0,15.456096178883884,11.0
G060075002180040142017,2017,37.7334292,-122.43197269999999,994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075002060020012017,2017,37.757645700000005,-122.4290889,16087.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,1924.875,345772.41666666674,2.375,2852.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4583333333333333,0.5416666666666666,0.0,0.0,0.0,0.0,1.0,0.0,140,131,1,0,8,0,0,0,90,17,16,1,0,1,73,56,17,101,90,28,6,56,1,0.0,0.0,1.0,1885.0,1986.0,21.888181621929856,44.0
G060075002260010192017,2017,37.7624061,-122.38870320000001,1398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075098090010162017,2017,37.751172100000005,-122.3928439,16877.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,1963.333333333333,170449.33333333337,0.6666666666666666,3158.776666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1949.0,1979.0,12.124355652982153,5.0
G060075006140020152017,2017,37.7535196,-122.39152279999999,4463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075098090010362017,2017,37.7483549,-122.38739790000001,1573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075098090011152017,2017,37.7444584,-122.3885564,17105.0,0.0,0.0,2.0,1.0,7.0,0.0,1.0,1.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,2.0,1951.0,1963.0,5.744562646538053,4.0
G060075098090011282017,2017,37.739658500000004,-122.3901108,16354.0,0.0,0.0,1.0,1.0,14.0,0.0,0.0,0.0,1955.666666666667,24313.33333333333,0.6666666666666666,3017.666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1912.0,2007.0,28.391117546788372,10.0
G060075002320030022017,2017,37.732400399999996,-122.39060220000002,13464.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,1.0,1927.7586206896551,161617.24137931035,1.5862068965517242,2573.586206896552,0.0,0.0,0.06896551724137931,0.03448275862068965,0.06896551724137931,0.0,0.0,0.20689655172413796,0.6206896551724138,0.0,0.03448275862068965,0.0,0.03448275862068965,0.9310344827586208,0.0,97,22,50,0,9,2,11,3,32,16,7,9,1,8,16,11,5,37,32,9,2,21,1,0.0,0.0,0.0,1907.0,2013.0,23.987038670781107,32.0
G060075002510020122017,2017,37.7415432,-122.40999609999999,4465.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1959.7,216812.6,1.0,1709.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.2,16,12,0,0,4,0,0,0,8,3,2,1,0,1,5,4,1,9,8,5,3,0,1,0.0,0.0,0.0,1959.0,1960.0,0.4830458915396612,10.0
G060075002310220062017,2017,37.733318100000005,-122.38726399999999,17584.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1935.127659574468,187898.91489361698,1.0425531914893618,2497.553191489362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0425531914893617,0.9574468085106383,0.0,0.0,0.0,0.0,0.9574468085106383,0.0425531914893617,180,14,107,6,11,0,34,8,51,37,14,23,5,18,14,12,2,53,51,20,6,25,1,0.0,0.0,0.0,1890.0,1990.0,24.6696583762996,47.0
G060075002310210122017,2017,37.734327,-122.3852597,16827.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1987.59375,165837.0,1.0,2068.59375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,109,1,58,0,29,0,19,2,30,22,15,7,1,6,8,7,1,32,30,21,0,9,1,0.0,0.0,0.0,1986.0,1990.0,1.9320618269678025,32.0
G060075002150010092017,2017,37.7467677,-122.4223465,833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075002150030012017,2017,37.7434352,-122.42434779999999,1129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075002150020022017,2017,37.745836600000004,-122.4245774,1089.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075002150010072017,2017,37.746637799999995,-122.42465109999999,1131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075004510010002017,2017,37.781238,-122.45944909999999,1338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075001570010002017,2017,37.78263,-122.44443390000002,2762.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075001550020052017,2017,37.7846721,-122.4342561,5328.0,3.0,0.0,1.0,0.0,23.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,36,1,7,0,26,0,0,2,31,5,4,1,0,1,26,26,0,32,31,0,0,31,1,0.0,0.0,0.0,1964.0,2001.0,26.162950903902264,2.0
G060075001590020042017,2017,37.7841487,-122.4337315,1405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075001590020012017,2017,37.784358000000005,-122.4320479,1554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075001580110002017,2017,37.7839198,-122.43622859999998,4673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075001590010062017,2017,37.782105,-122.4307034,1363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075002260010302017,2017,37.7574241,-122.3846405,53613.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075001250120032017,2017,37.7837774,-122.4100269,15417.0,12.0,0.0,7.0,0.0,333.0,0.0,0.0,1.0,1912.4,691747.6,9.8,3915.776,0.4,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.8,0.0,0.0,687,321,185,16,60,7,44,54,603,27,9,18,15,3,576,552,24,723,603,0,0,603,1,2.0,0.0,2.0,1907.0,1922.0,4.549392233801077,12.0
G060075002640420002017,2017,37.710039,-122.4121489,14976.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,247,5,109,0,79,23,16,15,76,59,27,32,3,29,17,14,3,82,76,0,0,76,1,0.0,0.0,1.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075001190220002017,2017,37.7917197,-122.4078527,7924.0,9.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,1915.4285714285716,373562.7142857143,4.714285714285714,2053.8571428571427,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.14285714285714285,0.8571428571428571,0.0,289,198,7,1,56,0,12,15,203,36,28,8,0,8,167,137,30,228,203,2,1,200,1,0.0,0.0,1.0,1907.0,2012.0,27.312195883085664,14.0
G060075002540320132017,2017,37.7329297,-122.4216459,63667.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1929.2714285714285,273931.5142857143,1.0285714285714285,2846.228714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028571428571428567,0.9714285714285714,0.0,0.0,0.0,0.0,0.9714285714285714,0.028571428571428567,395,150,71,4,93,4,45,28,120,85,41,44,4,40,35,21,14,130,120,41,17,62,1,0.0,0.0,1.0,1925.0,1977.0,9.462967826684018,74.0
G060075006010010862017,2017,37.8004646,-122.4655899,13308.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075003130230042017,2017,37.7133816,-122.4666376,15682.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1945.2307692307693,211443.10256410253,1.1794871794871795,2400.794871794872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.9230769230769232,0.0,0.0,0.0,0.0,1.0,0.0,161,15,55,1,85,0,0,5,46,29,18,11,1,10,17,14,3,48,46,22,8,16,1,0.0,0.0,0.0,1900.0,1964.0,14.371981288390543,40.0
G060075003130230032017,2017,37.713393599999996,-122.4657388,15632.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1943.916666666667,203408.75,1.3333333333333333,2450.944444444445,0.0,0.0,0.027777777777777776,0.0,0.027777777777777776,0.0,0.0,0.027777777777777776,0.9166666666666666,0.0,0.0,0.0,0.0,1.0,0.0,164,19,15,0,114,0,8,8,53,34,21,13,7,6,19,11,8,59,53,20,2,31,1,0.0,0.0,0.0,1900.0,1963.0,15.975554761224284,38.0
G060075003130230302017,2017,37.7112768,-122.47116059999999,5987.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075002610010042017,2017,37.7227407,-122.4386635,22874.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,1940.7878787878788,250756.0303030303,1.3333333333333333,2054.409090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12121212121212123,0.8787878787878788,0.0,0.0,0.0,0.0,1.0,0.0,146,30,2,1,61,1,37,14,54,29,18,11,3,8,25,17,8,56,54,16,5,33,1,0.0,0.0,2.0,1900.0,1979.0,19.232858186138024,39.0
G060075002610020072017,2017,37.7178872,-122.44383059999998,12973.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1943.4,330738.7,1.0,2267.561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,165,27,1,0,128,0,7,2,46,35,24,11,5,6,11,6,5,47,46,25,7,14,1,0.0,0.0,0.0,1938.0,1955.0,7.075464304337259,41.0
G060075002300120052017,2017,37.7343181,-122.4004866,14857.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1939.1346153846155,175114.3076923077,1.0,2312.5240384615386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,227,16,45,0,161,0,3,2,64,52,37,15,6,9,12,10,2,65,64,24,19,21,1,1.0,0.0,0.0,1937.0,1941.0,1.4556023772111293,52.0
G060075098090010772017,2017,37.74382979999999,-122.39729679999999,10304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075098090010792017,2017,37.743083299999995,-122.397949,10694.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075003120110002017,2017,37.7229799,-122.4506416,3036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,23,10,3,0,7,0,3,0,3,3,2,1,0,1,0,0,0,3,3,0,1,2,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075006120020072017,2017,37.7373914,-122.39567509999999,3866.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1912.090909090909,156657.72727272724,1.2727272727272727,2083.2272727272725,0.0,0.0,0.0,0.0,0.0,0.09090909090909093,0.18181818181818185,0.3636363636363637,0.3636363636363637,0.0,0.0,0.0,0.09090909090909093,0.9090909090909092,0.0,66,28,5,0,5,0,21,7,12,10,6,4,3,1,2,0,2,12,12,3,0,9,1,0.0,0.0,1.0,1900.0,1951.0,20.393403568088058,11.0
G060075006120020042017,2017,37.736506799999994,-122.3928693,17387.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,1925.058823529412,176062.38235294115,1.3235294117647058,2571.2647058823527,0.0,0.029411764705882356,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,0.6764705882352942,0.0,0.0,0.0,0.0,1.0,0.0,227,43,89,1,26,1,54,13,58,43,20,23,6,17,15,9,6,62,58,15,4,39,1,0.0,0.0,0.0,1880.0,1991.0,24.562205175368977,40.0
G060075006150050102017,2017,37.780349900000004,-122.39237609999999,26681.0,0.0,0.0,7.0,0.0,30.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,20,17,0,0,1,0,1,1,10,4,3,1,0,1,6,5,1,11,10,7,1,2,1,1.0,0.0,0.0,1900.0,2012.0,41.873094710160366,12.0
G060075006070010242017,2017,37.7681027,-122.38719329999999,141493.0,0.0,0.0,4.0,0.0,21.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,80,52,1,0,24,0,0,3,50,15,14,1,1,0,35,25,10,59,50,43,2,5,1,0.0,0.0,0.0,2002.0,2008.0,3.4641016151377544,3.0
G060075006070030032017,2017,37.7786612,-122.39027490000001,19925.0,14.0,0.0,2.0,0.0,21.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
